ID;Ganancia;Online;CategoriaEdad;CategoriaIngresos;Permanencia;Municipio
23675;118;0;3;6;14.33;Salsipuedes
23676;430;0;6;5;15.33;Losmochis
23677;625;0;;;19.58;Salsipuedes
23678;38;1;3;9;18.83;Salsipuedes
23679;-30;0;;;2.33;Salsipuedes
23680;22;0;;;1.08;Macumba
23681;-18;0;2;2;4.41;Salsipuedes
23682;-29;0;;;14;Losmochis
23683;-80;0;7;2;1.5;Macumba
23684;458;0;4;8;14.08;Salsipuedes
23685;299;1;4;6;11.83;Salsipuedes
23686;-55;0;3;3;14.25;Salsipuedes
23687;11;0;;;3.75;Salsipuedes
23688;-66;0;4;5;5.16;Salsipuedes
23689;644;0;4;6;30.08;Salsipuedes
23690;70;0;5;6;12.5;Salsipuedes
23691;-34;0;;;1.41;Salsipuedes
23692;132;0;4;8;18.41;Salsipuedes
23693;139;0;2;6;2.08;Macumba
23694;205;0;3;9;7.16;Salsipuedes
23695;62;0;7;7;17.41;Macumba
23696;-1;0;5;;5.33;Salsipuedes
23697;-8;0;;;4.66;Salsipuedes
23698;-69;0;6;1;2.08;Macumba
23699;335;0;3;7;2.5;Salsipuedes
23700;119;0;2;7;14.83;Macumba
23701;-34;1;;;7.41;Salsipuedes
23702;-52;0;4;9;4.91;Salsipuedes
23703;44;0;2;6;7.83;Macumba
23704;1032;0;;;8.75;Salsipuedes
23705;219;0;;;10.66;Salsipuedes
23706;-18;0;;;4.66;Salsipuedes
23707;64;0;;;3.75;Salsipuedes
23708;5;0;4;9;4.83;Salsipuedes
23709;209;0;4;6;19.91;Macumba
23710;419;1;4;9;6.66;Salsipuedes
23711;-39;0;4;6;4.75;Salsipuedes
23712;538;0;3;6;10.91;Losmochis
23713;625;0;7;3;29.33;Macumba
23714;-114;0;2;9;2.16;Salsipuedes
23715;-16;0;5;6;20;Salsipuedes
23716;1589;0;;;25.41;Salsipuedes
23717;39;0;7;6;5.58;Salsipuedes
23718;983;0;4;7;6.75;Macumba
23719;-17;0;4;7;3.41;Salsipuedes
23720;-121;0;;;22.08;Salsipuedes
23721;553;0;;;8.41;Salsipuedes
23722;0;0;6;3;8.83;Salsipuedes
23723;-37;0;;;4.16;Salsipuedes
23724;-21;0;5;;3.25;Salsipuedes
23725;63;0;;;3.41;Salsipuedes
23726;608;0;7;3;24.91;Salsipuedes
23727;-96;0;3;8;9.08;Salsipuedes
23728;-10;0;2;5;3.41;Salsipuedes
23729;-58;0;;;0.91;Salsipuedes
23730;1001;0;7;5;16.91;Salsipuedes
23731;-9;0;6;5;6.91;Salsipuedes
23732;71;0;5;7;1.75;Salsipuedes
23733;-104;0;;;7.66;Salsipuedes
23734;43;1;;;2.5;Salsipuedes
23735;-75;0;7;7;5.58;Macumba
23736;-91;0;4;9;24.5;Salsipuedes
23737;183;0;5;9;20.08;Salsipuedes
23738;88;0;3;4;3.83;Losmochis
23739;-59;0;3;;8.5;Salsipuedes
23740;493;0;5;9;11.25;Salsipuedes
23741;-27;0;2;6;11.5;Salsipuedes
23742;-31;0;;;6.16;Losmochis
23743;-29;0;;;12.5;Salsipuedes
23744;184;0;7;7;6.5;Salsipuedes
23745;-33;0;;;4.58;Salsipuedes
23746;-68;0;;;12.5;Salsipuedes
23747;225;0;4;8;18.58;Salsipuedes
23748;327;1;7;5;22.91;Macumba
23749;-73;0;;;5.25;Salsipuedes
23750;-67;0;3;7;2.66;Salsipuedes
23751;-102;0;;;15.41;Salsipuedes
23752;-37;0;;;7.58;Macumba
23753;-12;0;5;5;5;Salsipuedes
23754;-79;0;2;6;6.25;Salsipuedes
23755;-52;0;;;23.16;Salsipuedes
23756;99;0;3;8;3;Salsipuedes
23757;-5;0;6;3;23.08;Salsipuedes
23758;148;0;;;5.25;Salsipuedes
23759;449;0;5;5;38.58;Macumba
23760;237;1;3;4;14.58;Salsipuedes
23761;26;0;5;5;8.16;Salsipuedes
23762;-68;0;1;3;0.33;Salsipuedes
23763;21;0;2;4;0.83;Salsipuedes
23764;324;0;6;6;31.75;Salsipuedes
23765;-47;0;3;6;6.41;Salsipuedes
23766;-29;0;;;14.08;Salsipuedes
23767;398;0;3;4;1.25;Macumba
23768;12;0;1;1;0.41;Macumba
23769;472;1;3;8;10.75;Salsipuedes
23770;51;0;2;7;6.58;Salsipuedes
23771;-8;0;3;1;0.41;Salsipuedes
23772;-2;0;;;4.91;Salsipuedes
23773;-64;0;;;7.5;Salsipuedes
23774;-26;0;3;3;7;Salsipuedes
23775;703;0;;;4.91;Macumba
23776;140;0;2;9;6.25;Salsipuedes
23777;-1;0;;;5.08;Salsipuedes
23778;131;0;;;3.08;Salsipuedes
23779;151;0;2;7;7.83;Salsipuedes
23780;16;0;;;2.83;Salsipuedes
23781;415;1;2;9;4.5;Salsipuedes
23782;276;0;4;9;5.91;Salsipuedes
23783;-27;0;3;8;3.33;Salsipuedes
23784;0;0;2;3;2.16;Salsipuedes
23785;427;0;3;6;5;Salsipuedes
23786;279;0;2;4;12.5;Salsipuedes
23787;210;0;6;4;22.5;Salsipuedes
23788;-83;0;4;6;22.91;Salsipuedes
23789;278;0;3;6;8.5;Salsipuedes
23790;-16;1;3;1;7.41;Salsipuedes
23791;307;1;2;5;8.41;Salsipuedes
23792;36;0;2;8;10.41;Salsipuedes
23793;-3;0;5;4;3.58;Losmochis
23794;-101;0;;;16.66;Salsipuedes
23795;358;1;7;9;20.25;Salsipuedes
23796;-54;1;2;7;6.33;Salsipuedes
23797;59;0;4;6;0.66;Macumba
23798;-81;1;2;6;5.66;Macumba
23799;30;0;4;6;22.5;Salsipuedes
23800;366;1;3;4;13.83;Macumba
23801;546;1;3;9;2.08;Salsipuedes
23802;37;0;5;6;7.25;Salsipuedes
23803;-113;0;5;1;8.83;Losmochis
23804;348;0;4;6;5.91;Salsipuedes
23805;451;0;;;8.58;Salsipuedes
23806;55;0;6;;9;Salsipuedes
23807;83;0;2;3;1.41;Salsipuedes
23808;14;0;;;4.08;Salsipuedes
23809;1146;1;3;9;7.58;Salsipuedes
23810;-33;1;2;5;2.41;Salsipuedes
23811;-196;0;4;6;5.33;Salsipuedes
23812;-33;0;;;8.58;Salsipuedes
23813;126;0;4;5;5;Salsipuedes
23814;1078;0;6;8;34.41;Salsipuedes
23815;-21;0;3;5;5.66;Salsipuedes
23816;-78;0;2;6;10.75;Salsipuedes
23817;-152;0;5;4;34.33;Losmochis
23818;10;0;4;5;16.08;Macumba
23819;-31;0;3;9;9.25;Salsipuedes
23820;-56;0;5;2;0.25;Macumba
23821;-132;0;6;5;9.83;Salsipuedes
23822;12;0;2;1;0.25;Salsipuedes
23823;-38;0;;;7.08;Losmochis
23824;-134;0;3;7;6.75;Salsipuedes
23825;-41;0;3;5;9.41;Macumba
23826;-115;1;;;3.5;Salsipuedes
23827;264;0;5;7;24.91;Salsipuedes
23828;-33;0;;;4.58;Macumba
23829;184;0;2;7;6.25;Salsipuedes
23830;-28;0;2;1;1.58;Salsipuedes
23831;3;0;4;6;0.33;Salsipuedes
23832;138;0;;;1.16;Macumba
23833;-64;0;5;9;14.33;Salsipuedes
23834;-18;1;6;8;19.5;Salsipuedes
23835;-11;0;5;7;15.33;Salsipuedes
23836;606;0;5;3;9.91;Salsipuedes
23837;546;0;4;5;2.58;Salsipuedes
23838;-16;0;4;1;7.33;Macumba
23839;-32;0;6;9;10.75;Salsipuedes
23840;104;0;6;7;9.83;Salsipuedes
23841;-175;0;;;12;Salsipuedes
23842;-47;0;4;7;24.08;Salsipuedes
23843;1;0;5;6;13.33;Salsipuedes
23844;-64;0;2;3;2.25;Salsipuedes
23845;2;1;;;4.5;Salsipuedes
23846;-64;0;3;1;0.58;Salsipuedes
23847;13;0;3;4;11.33;Salsipuedes
23848;61;0;4;9;21.33;Salsipuedes
23849;251;0;4;6;13.41;Salsipuedes
23850;106;0;5;6;12.58;Salsipuedes
23851;-49;0;4;5;2.75;Salsipuedes
23852;-13;0;4;1;3.75;Macumba
23853;-96;0;;;15.41;Salsipuedes
23854;-34;0;2;3;4.58;Salsipuedes
23855;127;0;7;4;7.33;Macumba
23856;-8;0;;;4.41;Salsipuedes
23857;148;1;;;4.16;Losmochis
23858;102;0;4;4;25.5;Salsipuedes
23859;183;0;7;3;34.33;Losmochis
23860;44;0;;;8.41;Salsipuedes
23861;-175;0;5;6;4.66;Salsipuedes
23862;376;0;3;4;13.41;Salsipuedes
23863;366;0;5;9;19.5;Salsipuedes
23864;-2;0;;;11.16;Salsipuedes
23865;229;0;3;4;14.25;Salsipuedes
23866;-40;0;3;6;18.75;Salsipuedes
23867;168;0;4;7;20.83;Losmochis
23868;69;0;5;4;17.58;Losmochis
23869;-44;0;;;8.66;Losmochis
23870;168;0;7;8;39.66;Losmochis
23871;-9;0;;;5.33;Macumba
23872;-25;0;2;5;2.16;Macumba
23873;-101;0;;6;18.83;Macumba
23874;-3;0;2;3;4.83;Salsipuedes
23875;551;0;3;1;22.16;Macumba
23876;409;0;3;6;10.33;Losmochis
23877;-74;0;5;6;3.75;Losmochis
23878;27;0;5;3;7.66;Salsipuedes
23879;229;0;5;9;9.58;Salsipuedes
23880;-26;0;3;7;4.25;Salsipuedes
23881;1;0;7;7;7.25;Salsipuedes
23882;42;0;4;7;13.33;Salsipuedes
23883;-47;0;2;5;10.5;Salsipuedes
23884;-63;0;6;3;8.41;Losmochis
23885;77;0;5;9;11.75;Salsipuedes
23886;-29;0;;;7.91;Salsipuedes
23887;37;0;3;5;6.83;Salsipuedes
23888;348;0;;;5.08;Salsipuedes
23889;-125;0;5;9;3.83;Salsipuedes
23890;193;0;4;5;14.25;Salsipuedes
23891;-69;0;4;6;2.5;Salsipuedes
23892;151;0;7;1;9;Salsipuedes
23893;-35;0;3;4;7.66;Macumba
23894;-26;0;;;1.75;Salsipuedes
23895;1595;0;;;0.41;Losmochis
23896;282;0;;1;14.83;Salsipuedes
23897;-78;0;5;1;1.75;Salsipuedes
23898;873;0;5;5;2.5;Salsipuedes
23899;806;0;6;2;3.83;Salsipuedes
23900;-73;0;3;6;17.08;Salsipuedes
23901;-109;0;3;4;7.08;Salsipuedes
23902;44;1;2;9;0.25;Salsipuedes
23903;141;0;5;9;20.33;Salsipuedes
23904;1;0;;;0.91;Salsipuedes
23905;-103;0;7;7;23.91;Salsipuedes
23906;334;0;;;33.75;Salsipuedes
23907;25;0;4;7;17.08;Salsipuedes
23908;-5;0;;;5.25;Losmochis
23909;14;0;;;1.83;Salsipuedes
23910;-56;0;4;5;14;Salsipuedes
23911;-153;0;6;5;11.5;Salsipuedes
23912;-35;0;5;5;4.75;Salsipuedes
23913;261;0;3;6;13.5;Salsipuedes
23914;226;0;;;19.5;Macumba
23915;121;0;2;8;8;Losmochis
23916;11;0;4;6;10.41;Macumba
23917;4;0;3;6;11.33;Salsipuedes
23918;97;0;;;28.58;Salsipuedes
23919;29;0;7;9;18.83;Salsipuedes
23920;443;0;2;3;6.5;Salsipuedes
23921;1725;0;6;5;17.41;Salsipuedes
23922;344;0;6;5;21.08;Salsipuedes
23923;-45;0;5;6;10.58;Salsipuedes
23924;37;0;4;5;23.83;Salsipuedes
23925;-82;0;7;3;10.66;Macumba
23926;-9;0;;;2.5;Salsipuedes
23927;-2;0;2;1;2.83;Salsipuedes
23928;340;0;3;6;3.41;Salsipuedes
23929;-52;0;;;6.66;Salsipuedes
23930;97;0;2;7;0.75;Salsipuedes
23931;10;1;;;0.58;Salsipuedes
23932;67;0;;;6.5;Salsipuedes
23933;-43;0;;;4.5;Salsipuedes
23934;-113;0;2;7;4.75;Salsipuedes
23935;564;0;7;5;9.33;Losmochis
23936;1100;0;7;1;29;Salsipuedes
23937;1;0;;;9.66;Macumba
23938;9;0;;;13.91;Salsipuedes
23939;-32;0;2;6;6.16;Salsipuedes
23940;15;0;3;7;22.16;Salsipuedes
23941;-71;0;7;2;16.66;Losmochis
23942;-30;0;;;6.41;Salsipuedes
23943;224;0;7;1;34.25;Macumba
23944;-3;0;7;7;3.33;Salsipuedes
23945;-22;0;;;5.16;Salsipuedes
23946;65;1;4;6;25.25;Salsipuedes
23947;-30;0;;;14.58;Salsipuedes
23948;-43;0;2;1;7.58;Salsipuedes
23949;0;0;;;11.33;Salsipuedes
23950;143;0;3;1;0.66;Salsipuedes
23951;303;0;5;6;15.5;Salsipuedes
23952;-30;0;;;4.33;Salsipuedes
23953;339;1;2;9;8;Salsipuedes
23954;273;0;;;27.25;Salsipuedes
23955;-5;0;;;2.41;Losmochis
23956;80;1;2;6;4.66;Macumba
23957;66;1;3;3;1.58;Salsipuedes
23958;-49;1;2;9;5.33;Salsipuedes
23959;17;0;1;6;7.91;Salsipuedes
23960;-51;0;7;3;29.5;Macumba
23961;-23;0;4;5;6.58;Salsipuedes
23962;38;0;7;3;28.25;Losmochis
23963;-58;0;;;2.83;Salsipuedes
23964;182;0;1;4;5.91;Salsipuedes
23965;76;0;5;3;21.25;Losmochis
23966;29;0;2;3;11;Salsipuedes
23967;-28;0;;;0.33;Salsipuedes
23968;228;0;6;5;20.41;Salsipuedes
23969;-175;0;3;4;7.41;Macumba
23970;-81;0;5;3;3.83;Salsipuedes
23971;80;0;4;3;7.58;Salsipuedes
23972;719;1;4;8;19.91;Losmochis
23973;-48;0;4;4;4.66;Salsipuedes
23974;83;0;;;1.83;Salsipuedes
23975;322;0;3;7;3.33;Salsipuedes
23976;-31;0;4;9;18;Salsipuedes
23977;12;0;6;4;21.16;Salsipuedes
23978;-34;0;4;5;1.16;Salsipuedes
23979;711;0;7;7;39.75;Macumba
23980;-54;0;5;7;1.33;Salsipuedes
23981;-130;0;6;1;26.41;Macumba
23982;-137;0;5;6;9.25;Salsipuedes
23983;492;0;4;6;7.58;Salsipuedes
23984;252;0;5;6;29.58;Macumba
23985;-31;0;7;3;34.25;Macumba
23986;233;0;3;6;16.08;Salsipuedes
23987;227;0;7;1;27.58;Salsipuedes
23988;-49;0;2;4;6.58;Salsipuedes
23989;-7;0;;;17.33;Salsipuedes
23990;-44;0;1;7;2.83;Salsipuedes
23991;436;0;;;11.83;Salsipuedes
23992;213;0;6;6;26.5;Macumba
23993;-7;0;;;1.91;Salsipuedes
23994;-25;0;;;8.5;Salsipuedes
23995;10;0;4;3;7.5;Salsipuedes
23996;-107;0;3;7;6.91;Salsipuedes
23997;331;0;4;1;0.91;Salsipuedes
23998;-70;1;4;9;23.33;Macumba
23999;32;0;4;6;19.83;Salsipuedes
24000;389;0;7;6;27.33;Salsipuedes
24001;-23;0;;;0.25;Losmochis
24002;185;1;3;7;10.33;Salsipuedes
24003;192;0;7;4;19.08;Losmochis
24004;-63;1;3;6;11.25;Losmochis
24005;-15;0;6;5;6.83;Salsipuedes
24006;1835;0;;;7.5;Salsipuedes
24007;-17;0;;;6.33;Salsipuedes
24008;1153;0;3;9;10.08;Salsipuedes
24009;-19;0;3;3;3.41;Salsipuedes
24010;-40;1;;;2.75;Salsipuedes
24011;-22;0;;;10.25;Salsipuedes
24012;553;0;6;9;1.41;Losmochis
24013;61;0;4;5;18.5;Salsipuedes
24014;-19;0;3;4;3.41;Salsipuedes
24015;-79;0;6;9;25.25;Salsipuedes
24016;-34;0;4;9;5.66;Losmochis
24017;81;0;;;22.58;Salsipuedes
24018;372;0;;;8;Salsipuedes
24019;386;0;7;6;14.66;Salsipuedes
24020;27;0;5;6;38.41;Salsipuedes
24021;171;0;3;5;15.5;Salsipuedes
24022;-116;1;3;7;4.41;Salsipuedes
24023;390;0;4;6;11.25;Salsipuedes
24024;-27;0;2;3;4.5;Salsipuedes
24025;-30;0;3;1;5.33;Salsipuedes
24026;192;1;3;7;3.58;Salsipuedes
24027;792;1;4;7;26.25;Salsipuedes
24028;-21;1;4;7;1.58;Macumba
24029;-33;0;4;8;9.25;Salsipuedes
24030;-112;0;;3;5.83;Salsipuedes
24031;1058;0;7;4;22.08;Salsipuedes
24032;-87;0;;;10.41;Macumba
24033;1215;0;3;8;4.41;Salsipuedes
24034;-13;0;;;28.41;Salsipuedes
24035;111;0;5;7;20.25;Macumba
24036;1455;1;3;9;9.08;Salsipuedes
24037;11;0;;;6.33;Losmochis
24038;-28;0;4;6;12.08;Macumba
24039;-11;0;4;6;22;Salsipuedes
24040;92;0;4;5;14.41;Macumba
24041;-20;0;4;9;21.08;Salsipuedes
24042;63;1;;;9.5;Salsipuedes
24043;-32;0;;;2.75;Salsipuedes
24044;-35;0;;;5.75;Salsipuedes
24045;-19;0;5;9;36.33;Salsipuedes
24046;724;0;5;6;3;Losmochis
24047;1188;0;6;1;22.91;Losmochis
24048;-8;0;4;9;2.83;Salsipuedes
24049;754;0;4;8;9.08;Salsipuedes
24050;88;0;6;2;7;Salsipuedes
24051;-73;0;6;6;24.66;Salsipuedes
24052;598;0;;;25.41;Macumba
24053;-28;0;1;1;0.91;Losmochis
24054;169;0;5;9;27.75;Salsipuedes
24055;-2;0;;;0.66;Salsipuedes
24056;-10;0;2;7;2.75;Salsipuedes
24057;-6;0;;;0.66;Salsipuedes
24058;69;0;2;6;1;Salsipuedes
24059;-90;0;7;1;11.33;Salsipuedes
24060;-5;0;;;30;Macumba
24061;290;0;7;3;5.91;Salsipuedes
24062;604;1;5;6;4.08;Salsipuedes
24063;-13;0;4;;15.91;Salsipuedes
24064;104;0;4;9;22.75;Salsipuedes
24065;-26;0;6;4;32;Salsipuedes
24066;677;0;4;6;12.08;Macumba
24067;-63;0;2;1;3.58;Salsipuedes
24068;357;0;3;6;5.25;Salsipuedes
24069;63;0;4;6;10.91;Macumba
24070;370;0;6;5;30.16;Salsipuedes
24071;-70;0;6;6;9.83;Salsipuedes
24072;770;0;2;7;12.16;Salsipuedes
24073;187;0;6;4;19.66;Macumba
24074;93;0;3;5;9.58;Salsipuedes
24075;1033;0;3;9;19.58;Salsipuedes
24076;-34;0;;;7.16;Salsipuedes
24077;-112;0;;;11.16;Losmochis
24078;-109;0;;;15.16;Salsipuedes
24079;-31;0;4;3;6.58;Salsipuedes
24080;-13;0;6;9;10.33;Salsipuedes
24081;69;0;;;2.91;Losmochis
24082;251;0;7;2;20.75;Salsipuedes
24083;-74;0;;;22.5;Salsipuedes
24084;480;1;5;9;26;Salsipuedes
24085;192;0;3;7;14.66;Salsipuedes
24086;164;0;;;7.41;Salsipuedes
24087;529;1;4;8;5.16;Salsipuedes
24088;347;1;2;8;9.08;Salsipuedes
24089;-30;0;6;6;4.66;Salsipuedes
24090;-32;0;;;4.08;Salsipuedes
24091;242;0;;;8;Salsipuedes
24092;4;0;3;;7.08;Losmochis
24093;-35;0;;;19.16;Salsipuedes
24094;192;0;3;5;18.5;Salsipuedes
24095;-28;0;;;2.33;Losmochis
24096;5;0;;;4.08;Salsipuedes
24097;608;0;3;6;17.5;Salsipuedes
24098;559;1;4;6;11;Salsipuedes
24099;128;0;;;0.5;Salsipuedes
24100;-31;0;;1;5.08;Salsipuedes
24101;-34;0;;5;31.16;Salsipuedes
24102;-69;0;7;8;17.66;Macumba
24103;-29;0;3;1;1.5;Salsipuedes
24104;1205;1;3;4;4.5;Salsipuedes
24105;100;0;;;0.58;Losmochis
24106;-57;0;;;2.41;Losmochis
24107;18;1;4;5;18.33;Salsipuedes
24108;17;0;4;9;13.33;Salsipuedes
24109;590;0;4;9;12.25;Salsipuedes
24110;297;0;5;1;27.08;Macumba
24111;26;0;5;7;5;Losmochis
24112;11;0;;;3.41;Salsipuedes
24113;205;0;4;6;23.16;Salsipuedes
24114;40;0;;;8.75;Salsipuedes
24115;469;0;5;5;9.66;Losmochis
24116;83;0;5;6;6.41;Salsipuedes
24117;299;0;4;8;6.83;Salsipuedes
24118;150;0;;1;3.08;Losmochis
24119;-71;0;6;6;19.58;Losmochis
24120;25;0;;;2.16;Salsipuedes
24121;-203;1;;;7.75;Salsipuedes
24122;4;0;;1;9.41;Macumba
24123;274;0;5;8;16.41;Salsipuedes
24124;186;0;6;3;2.75;Macumba
24125;-54;0;;;3.58;Salsipuedes
24126;-26;1;;;19.91;Salsipuedes
24127;221;0;5;8;9.91;Losmochis
24128;484;0;5;6;14.66;Salsipuedes
24129;182;0;5;3;8.16;Macumba
24130;518;0;7;7;19.33;Salsipuedes
24131;15;0;;;0.25;Salsipuedes
24132;-143;0;4;7;19.16;Salsipuedes
24133;80;0;3;8;12.16;Salsipuedes
24134;-45;0;6;5;13.33;Salsipuedes
24135;79;0;7;9;11.16;Salsipuedes
24136;-28;0;3;5;8.83;Losmochis
24137;-35;0;3;9;4.5;Salsipuedes
24138;-33;0;;;7.58;Salsipuedes
24139;16;0;;;19.58;Macumba
24140;-69;0;3;;9.66;Salsipuedes
24141;683;0;7;3;25;Salsipuedes
24142;269;0;7;5;27.41;Salsipuedes
24143;-127;0;3;6;7.66;Salsipuedes
24144;-4;0;;;2.75;Salsipuedes
24145;-15;0;;6;1.75;Salsipuedes
24146;-79;1;5;7;6.83;Salsipuedes
24147;-3;0;4;7;18.58;Salsipuedes
24148;267;0;6;3;19.5;Macumba
24149;102;0;6;2;8.58;Macumba
24150;-31;0;2;1;4.41;Salsipuedes
24151;-10;1;2;6;7.25;Salsipuedes
24152;-41;1;;;2.5;Salsipuedes
24153;-91;0;3;5;20.58;Losmochis
24154;40;1;2;5;4.16;Losmochis
24155;78;0;6;1;35.75;Losmochis
24156;60;0;2;8;2.41;Salsipuedes
24157;482;0;3;9;8.91;Salsipuedes
24158;116;0;;;25.33;Salsipuedes
24159;-3;0;7;5;4.66;Macumba
24160;-7;0;;;7.33;Salsipuedes
24161;-7;0;2;1;8.75;Salsipuedes
24162;-203;0;4;9;29.91;Salsipuedes
24163;69;0;7;3;4.5;Salsipuedes
24164;591;0;;;17.41;Macumba
24165;1407;0;7;3;5.08;Salsipuedes
24166;168;0;2;9;1.58;Salsipuedes
24167;-92;0;3;3;9;Macumba
24168;389;0;2;8;9.58;Salsipuedes
24169;-18;0;3;4;3.08;Salsipuedes
24170;-20;0;;;23.91;Salsipuedes
24171;30;1;3;6;9.66;Salsipuedes
24172;-101;0;2;7;5.58;Salsipuedes
24173;-70;1;6;4;1.58;Macumba
24174;149;0;4;9;11.08;Salsipuedes
24175;192;0;4;4;5.83;Salsipuedes
24176;-72;0;3;7;20.5;Salsipuedes
24177;258;0;;;0.5;Salsipuedes
24178;-2;0;5;7;13.83;Salsipuedes
24179;-9;0;;1;0.25;Losmochis
24180;-25;0;;;1.91;Salsipuedes
24181;264;1;7;9;7.16;Salsipuedes
24182;306;0;5;5;26.91;Salsipuedes
24183;-26;0;;;6.25;Salsipuedes
24184;69;0;5;8;8.83;Salsipuedes
24185;-93;0;6;7;25.66;Macumba
24186;586;0;2;8;7.16;Salsipuedes
24187;-171;0;5;4;14.91;Salsipuedes
24188;873;1;4;6;2.25;Salsipuedes
24189;-6;0;2;;4.5;Salsipuedes
24190;99;0;2;9;9.66;Salsipuedes
24191;34;0;;;3.41;Salsipuedes
24192;303;0;4;6;6.83;Losmochis
24193;-10;0;;;9.16;Salsipuedes
24194;-1;0;;;1.5;Macumba
24195;1800;0;7;6;13.16;Salsipuedes
24196;-54;0;;;6.91;Salsipuedes
24197;13;0;5;6;5.5;Salsipuedes
24198;649;0;7;6;28.16;Salsipuedes
24199;-60;1;3;8;9.66;Salsipuedes
24200;57;0;3;1;2.91;Macumba
24201;-136;0;3;6;14.58;Losmochis
24202;261;0;5;7;1.25;Losmochis
24203;421;0;;;18.66;Macumba
24204;17;0;;;6.91;Salsipuedes
24205;597;0;3;9;6.66;Macumba
24206;967;1;4;7;10.25;Salsipuedes
24207;256;1;5;9;14.08;Salsipuedes
24208;-70;0;7;3;7.33;Salsipuedes
24209;-26;0;7;6;10.5;Salsipuedes
24210;56;1;4;5;10.16;Macumba
24211;-43;0;6;1;3.08;Salsipuedes
24212;-163;1;;;10.91;Salsipuedes
24213;-25;0;;;5.16;Salsipuedes
24214;-43;1;2;;29.41;Salsipuedes
24215;161;0;2;7;6.16;Salsipuedes
24216;-46;0;3;4;5.08;Macumba
24217;32;0;4;2;1.33;Macumba
24218;-78;1;1;;4.33;Salsipuedes
24219;-25;0;4;6;8.33;Salsipuedes
24220;216;0;2;7;6.08;Salsipuedes
24221;1163;0;4;9;12.91;Salsipuedes
24222;-15;0;3;8;0.5;Salsipuedes
24223;-66;0;4;5;12.75;Salsipuedes
24224;211;0;7;2;23.58;Salsipuedes
24225;427;0;7;6;24.16;Salsipuedes
24226;-58;0;7;2;11;Salsipuedes
24227;-17;0;;;4.91;Salsipuedes
24228;-41;0;1;4;1.41;Losmochis
24229;-9;0;;;1.83;Salsipuedes
24230;344;1;3;9;7.33;Salsipuedes
24231;37;0;;;8.41;Salsipuedes
24232;430;0;;;4.5;Salsipuedes
24233;100;0;;;7.83;Salsipuedes
24234;-3;0;5;4;15.66;Salsipuedes
24235;-10;0;3;1;0.5;Macumba
24236;25;1;2;2;0.66;Salsipuedes
24237;22;0;2;4;5.16;Salsipuedes
24238;-130;0;3;6;15.83;Salsipuedes
24239;21;0;;;5.75;Salsipuedes
24240;373;0;7;6;10.58;Losmochis
24241;226;0;7;6;22.16;Salsipuedes
24242;-20;0;;;1.58;Salsipuedes
24243;20;0;;;1.08;Salsipuedes
24244;-20;0;2;7;3.66;Salsipuedes
24245;90;0;;;2.33;Salsipuedes
24246;-25;0;;;12.16;Salsipuedes
24247;81;0;5;1;0.91;Losmochis
24248;624;0;3;8;7.5;Salsipuedes
24249;290;0;;;11.08;Salsipuedes
24250;-43;0;7;6;15.83;Salsipuedes
24251;7;0;2;6;1.66;Salsipuedes
24252;50;0;5;7;6.33;Salsipuedes
24253;-1;0;2;8;9.08;Salsipuedes
24254;1035;0;3;9;19.91;Salsipuedes
24255;-133;0;3;6;4;Losmochis
24256;-19;0;;;8.41;Macumba
24257;141;0;4;7;18.83;Salsipuedes
24258;85;0;2;6;9.91;Salsipuedes
24259;-76;0;;;1.41;Salsipuedes
24260;-51;0;2;7;12.33;Salsipuedes
24261;-79;0;4;6;5.66;Salsipuedes
24262;-35;0;;;3.41;Salsipuedes
24263;89;0;3;5;4.33;Salsipuedes
24264;104;0;4;8;14.58;Salsipuedes
24265;407;0;7;1;23.41;Salsipuedes
24266;-78;0;6;6;7.33;Salsipuedes
24267;41;0;7;9;13.16;Salsipuedes
24268;-81;0;4;7;4.58;Macumba
24269;-16;0;2;3;21.08;Salsipuedes
24270;-41;0;;;8.16;Salsipuedes
24271;-41;0;2;3;4.66;Salsipuedes
24272;-36;0;;;3.66;Salsipuedes
24273;167;0;5;7;8.5;Losmochis
24274;-112;0;;;4.33;Salsipuedes
24275;-118;0;2;5;1.66;Losmochis
24276;-12;1;;;4.5;Losmochis
24277;-102;0;;;26.91;Salsipuedes
24278;-5;0;;;3.41;Salsipuedes
24279;-10;0;3;6;2.33;Salsipuedes
24280;55;0;4;6;5.58;Salsipuedes
24281;40;0;;;6.75;Salsipuedes
24282;-57;0;7;3;11;Salsipuedes
24283;91;0;3;5;13.75;Salsipuedes
24284;37;0;;;23.16;Salsipuedes
24285;-88;0;4;6;1.91;Salsipuedes
24286;2;0;;;10.08;Salsipuedes
24287;-20;0;4;6;21.5;Salsipuedes
24288;79;0;3;7;4.5;Losmochis
24289;-33;0;3;1;3.91;Salsipuedes
24290;245;0;5;6;5.5;Salsipuedes
24291;-26;0;4;7;19.16;Salsipuedes
24292;92;0;2;7;7.16;Salsipuedes
24293;-17;0;5;3;5.16;Salsipuedes
24294;-32;0;3;;2.33;Salsipuedes
24295;64;0;;;11.91;Salsipuedes
24296;-21;1;5;3;4.5;Macumba
24297;-27;0;3;8;4;Salsipuedes
24298;-34;0;4;9;23.25;Salsipuedes
24299;-25;0;;;3.16;Salsipuedes
24300;-75;0;3;7;7.83;Salsipuedes
24301;-2;0;2;6;2.83;Macumba
